acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,song_title,artist
0.275,0.756,0.44,0,0.101,-9.973,0.179,112.14,0.307,Sitting Pretty (feat. Wiz Khalifa),Ty Dolla $ign
0.212,0.723,0.687,5.83E-05,0.137,-7.019,0.0373,95.237,0.867,"Glyde 2nyte (feat. Leon Sylvers III, Leon Sylvers IV)",Dâm-Funk
0.0559,0.599,0.645,0.108,0.0857,-6.098,0.0315,141.209,0.371,Clouds Over the Pacific,James Pants
0.00333,0.586,0.671,0.916,0.0521,-9.787,0.0445,91.412,0.771,Distant Land,Madlib
0.0332,0.749,0.802,0.0499,0.611,-6.159,0.0471,106.077,0.824,Flashlight,Parliament
0.539,0.689,0.83,0,0.0882,-8.774,0.0954,140.732,0.822,Can You Get To That,Funkadelic
0.0257,0.283,0.331,0.00489,0.174,-7.459,0.0315,101.797,0.151,Better,Banks
0.0193,0.413,0.676,0,0.1,-7.639,0.241,71.607,0.601,Pony,Pretty Sister
0.0181,0.932,0.819,6.81E-06,0.0577,-3.484,0.203,119.941,0.552,WTF (Where They From) [feat. Pharrell Williams],Missy Elliott
0.0062,0.748,0.733,0,0.329,-4.421,0.072,93.019,0.273,Again,Fetty Wap
0.108,0.53,0.433,0,0.135,-10.598,0.185,160.14,0.272,Exchange,Bryson Tiller
0.196,0.388,0.688,0.00883,0.0781,-8.407,0.0708,170.678,0.804,Sugar for the Queen,Bells Atlas
0.667,0.371,0.703,0.00186,0.0986,-7.358,0.0404,120.599,0.558,Symphony of the Nymph,Ariel Pink's Haunted Graffiti
0.124,0.875,0.532,0.0123,0.314,-13.265,0.0686,116.556,0.704,Cool It Now,New Edition
0.074,0.523,0.722,0.00336,0.122,-6.533,0.0307,129.424,0.496,Jumpin' Jack Flash,Ananda Shankar
0.0962,0.654,0.292,0.0031,0.106,-12.977,0.474,153.547,0.111,River,Ibeyi
0.455,0.847,0.654,0.0622,0.0674,-6.443,0.113,119.998,0.624,You Know You Like It - Bondax Remix,AlunaGeorge
0.015,0.836,0.537,0.00103,0.0805,-9.854,0.261,160.188,0.43,Batuque (Jeremy Sole & Atropolis Remix),Dom La Nena
0.172,0.413,0.555,0.000309,0.256,-9.699,0.0427,121.976,0.542,Mykonos (feat. Fleet Foxes),Rhythms Del Mundo
0.123,0.473,0.865,0.968,0.897,-6.391,0.0332,100.018,0.554,So Destroyed (channeling Rage Peace),Prince Rama
0.00593,0.609,0.641,0.585,0.105,-5.309,0.0266,84.957,0.0844,Bitch,Allie X
0.174,0.544,0.427,0.0248,0.133,-8.33,0.0298,139.939,0.189,Locket,Kilo Kish
0.0059,0.379,0.674,1.04E-05,0.0957,-5.762,0.0305,99.797,0.0647,Apathy,Shlohmo
0.000304,0.316,0.748,0.0139,0.608,-8.187,0.0413,79.337,0.239,It All Feels Right,Washed Out
0.29,0.857,0.484,3.04E-06,0.112,-6.232,0.148,107.434,0.729,Last Chance to Dance,Ekkah
0.00412,0.389,0.884,0.172,0.31,-4.602,0.0741,128.604,0.399,The Righteous One,The Orwells
0.00492,0.519,0.793,0.93,0.235,-9.83,0.0777,164.032,0.222,The New International Sound,GENER8ION
0.384,0.478,0.6,0.808,0.0987,-11.025,0.0356,143.98,0.0635,Like Lust,MOVEMENT
0.00978,0.706,0.643,0.00955,0.103,-9.357,0.0859,160.026,0.808,Rhythm of Devotion,Sisyphus
0.0621,0.736,0.539,0.0312,0.12,-8.316,0.0936,147.73,0.761,Zion Gate Dub,King Tubby
0.081,0.651,0.77,6.54E-05,0.114,-8.08,0.0274,112.923,0.738,Enjoy The Silence - Remastered Version Original,Depeche Mode
0.0269,0.869,0.658,0.299,0.115,-5.025,0.036,109.998,0.244,Fried Neck Bones And Some Home Fries - Dan The Automator Remix,Willie Bobo
0.428,0.624,0.852,0.656,0.114,-10.184,0.153,135.223,0.517,Archangel,Burial
0.699,0.386,0.509,0.872,0.131,-12.745,0.034,129.982,0.254,"Lone Wolf and Cub (feat. Herbie Hancock, Flying Lotus, Miguel Atwood-Ferguson & Mono/poly)",Thundercat
0.22,0.234,0.747,0.000176,0.157,-3.332,0.0577,81.805,0.365,Skyscraper,Elephant
0.516,0.525,0.797,5.00E-06,0.152,-11.168,0.0656,100.518,0.769,I Want You - Single Version,Marvin Gaye
0.00564,0.521,0.888,0.0226,0.0633,-5.197,0.0357,81.971,0.264,"The New International Sound, Pt. 2 (feat. M.I.A.)",GENER8ION
0.504,0.719,0.697,0,0.295,-5.647,0.31,117.123,0.668,Suede (feat. Anderson Paak & Knxwledge),NxWorries
0.825,0.722,0.605,0.0178,0.248,-6.07,0.153,165.998,0.69,Bam Bam,Sister Nancy
0.0453,0.806,0.696,5.71E-06,0.0785,-5.109,0.0502,127.023,0.131,Alright,Logic
0.259,0.763,0.491,0.902,0.14,-8.587,0.0316,93.024,0.475,Rainy Streets,Blue In Green
0.00403,0.736,0.68,5.49E-06,0.116,-6.438,0.342,149.902,0.601,Hazelton Trump,OB OBrien
0.0141,0.651,0.824,6.02E-06,0.129,-9.368,0.0617,141.226,0.731,Free Stress Test,Professor Murder
0.127,0.479,0.609,0,0.0815,-8.678,0.236,107.699,0.522,I'm Ya Dogg,Snoop Dogg
0.379,0.535,0.374,0.0464,0.0914,-8.83,0.0317,121.93,0.339,Hot Dreams,Timber Timbre
0.0861,0.356,0.567,0,0.137,-7.011,0.0798,135.553,0.116,The Hills,The Weeknd
0.26,0.753,0.9,0.000102,0.165,-1.866,0.0322,119.72,0.967,"When They Fight, They Fight",Generationals
0.032,0.694,0.789,0.00129,0.127,-5.201,0.0378,109.014,0.549,The River,Son Little
0.0356,0.483,0.804,1.60E-06,0.0736,-3.452,0.0501,73.048,0.803,Rill Rill,Sleigh Bells
0.0453,0.878,0.43,0.751,0.101,-8.445,0.0658,119.999,0.138,Awake,Santé
0.19,0.703,0.412,5.26E-06,0.221,-9.827,0.0288,152.219,0.815,Johnny Was,Bob Marley & The Wailers
0.407,0.688,0.488,0,0.43,-14.195,0.357,69.77,0.708,Monster Mash,"Bobby ""Boris"" Pickett"
0.854,0.316,0.308,0.888,0.585,-15.944,0.0411,103.459,0.0933,Night on Bald Mountain,Modest Mussorgsky
0.153,0.725,0.918,0.0328,0.113,-4.912,0.0676,125.009,0.191,Feel The Volume,Jauz
0.321,0.749,0.422,0.155,0.11,-11.004,0.0733,98.82,0.587,Water Me (feat. Leon Ware),Theophilus London
0.00079,0.771,0.248,0.1,0.341,-20.815,0.0802,139.937,0.281,Kathy Lee,Jessy Lanza
0.0259,0.69,0.548,0.00243,0.106,-9.587,0.352,121.509,0.693,Love Buzz,Shocking Blue
0.058,0.648,0.887,0,0.0382,-4.536,0.188,102.128,0.464,Beautiful Life (feat. Action Bronson & Joey Bada$$),Statik Selektah
0.0498,0.403,0.742,0,0.418,-5.889,0.338,90.336,0.734,Auditorium,Mos Def
0.0803,0.664,0.727,0.000253,0.38,-8.738,0.263,77.92,0.527,Disco Devil,"Lee ""Scratch"" Perry"
0.118,0.704,0.894,0.000115,0.386,-7.415,0.243,98.946,0.408,Frontier Psychiatrist,The Avalanches
0.00189,0.554,0.749,0.39,0.124,-7.365,0.0266,168.045,0.824,Had Ten Dollaz,Cherry Glazerr
0.0174,0.446,0.752,0,0.128,-6.088,0.368,96.318,0.585,Sometimes,Heems
0.124,0.612,0.628,0.85,0.231,-7.82,0.0447,172.176,0.373,VHS Sex,Com Truise
0.00838,0.587,0.866,3.55E-05,0.15,-6.444,0.0816,107.986,0.42,Ambling Alp,Yeasayer
0.429,0.551,0.952,0.000686,0.0721,-4.886,0.0944,136.958,0.628,All Day And All Of The Night,The Kinks
0.419,0.331,0.957,0,0.102,-6.101,0.0504,143.299,0.561,Strychnine,The Sonics
0.106,0.912,0.317,0.000208,0.0723,-12.719,0.0378,99.346,0.949,Who Is He (And What Is He to You?),Bill Withers
0.0211,0.697,0.905,0.893,0.119,-7.787,0.0339,119.977,0.311,Acamar,Frankey
0.00799,0.883,0.333,0.804,0.257,-17.848,0.053,121.099,0.964,It Looks Like Love,Goody Goody
0.00236,0.733,0.87,0.00102,0.327,-6.199,0.0624,118.449,0.657,Freak Connection - Edit,Cerrone
0.0602,0.803,0.579,0.000627,0.226,-11.156,0.059,108.567,0.726,"I'll Be Good - 12"" Mix",Rene & Angela
0.219,0.698,0.515,0,0.124,-13.029,0.0605,85.023,0.712,Here I Come (Broader Than Broadway),Barrington Levy
0.0138,0.677,0.905,0,0.219,-4.597,0.0721,89.988,0.742,Swords,M.I.A.
0.0169,0.648,0.862,0,0.0937,-4.527,0.0777,127.857,0.176,Hands On The Wheel,ScHoolboy Q
0.315,0.65,0.448,0,0.0931,-9.979,0.0947,85.045,0.193,Kush High,Eighty4 Fly
0.518,0.672,0.527,0.26,0.0946,-12.702,0.111,87.996,0.356,Métele,Buscabulla
0.0567,0.838,0.537,0.799,0.0991,-11.689,0.116,121.986,0.357,What I Might Do,Ben Pearce
0.0286,0.76,0.391,0.00691,0.0582,-8.73,0.0353,116.873,0.965,Atomic Bomb,William Onyeabor
0.00909,0.646,0.621,0.000124,0.249,-11.358,0.0747,90.986,0.408,World Restart,Kindness
0.0445,0.808,0.687,0.3,0.0933,-8.668,0.0397,109.953,0.458,Swingin' Party,Kindness
0.119,0.716,0.647,1.38E-05,0.121,-4.008,0.0345,131.04,0.159,Antidote,Travis Scott
0.0111,0.846,0.501,0.00257,0.0883,-6.076,0.0334,118.001,0.825,Pieces,Tanlines
0.388,0.704,0.942,0.0147,0.302,-5.115,0.171,131.69,0.584,Zombie,Fela Kuti
2.84E-06,0.305,0.827,0.00245,0.335,-5.789,0.147,159.882,0.463,Time-Out,Terror Train
0.0115,0.82,0.616,0.445,0.082,-8.427,0.0361,127.86,0.972,Let's Lovedance Tonight - Danny Krivit Re-edit - Dk Re-Edit,Gary's Gang
0.136,0.185,0.89,0,0.777,-4.182,0.0524,163.315,0.322,I'm a Dildo,No Parents
0.00328,0.562,0.801,0,0.605,-3.069,0.267,169.988,0.634,Do It (High School Dropout),Tayyib Ali
0.376,0.565,0.86,0.000121,0.119,-5.449,0.0285,95.019,0.782,Cadillac Girl,Only Real
0.196,0.464,0.772,0.0088,0.0716,-5.046,0.0397,107.651,0.627,Today,Tom Scott
0.248,0.576,0.602,0.000609,0.144,-6.591,0.315,141.345,0.57,"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track",Hermitude
0.0686,0.388,0.598,0,0.657,-9.485,0.0296,154.78,0.641,I Choose You,Willie Hutch
0.602,0.637,0.498,0.119,0.305,-9.367,0.0231,92.227,0.931,The Way You’d Love Her,Mac Demarco
0.0893,0.636,0.72,0.0178,0.0868,-6.195,0.0432,124.944,0.444,Shooting Stars,Bag Raiders
0.000141,0.688,0.587,0.92,0.0421,-8.521,0.046,125.012,0.757,Bloom - Lane 8 Remix,ODESZA
0.0469,0.766,0.82,0,0.336,-5.851,0.124,117.012,0.401,Pacifier,Young Thug
0.133,0.402,0.794,0,0.133,-3.982,0.125,195.058,0.706,Powerful,Major Lazer
0.157,0.599,0.524,0,0.238,-8.036,0.13,83.013,0.44,Unbreakable,Janet Jackson
0.371,0.837,0.492,0.0401,0.102,-7.792,0.354,85.951,0.407,It's Strange (feat. K.Flay),Louis The Child
0.0124,0.612,0.858,0,0.0984,-5.437,0.0478,145.306,0.451,Make Them Gold,CHVRCHES
0.19,0.63,0.671,0.753,0.466,-7.727,0.0602,96.478,0.142,Don't Mean A Thing,Lapalux
0.0953,0.614,0.858,0.0559,0.125,-7.068,0.097,164.025,0.477,White Lies - The Soundmen Remix,Max Frost
0.27,0.446,0.89,0.661,0.451,-7.974,0.0308,170.002,0.503,Sophia So Far,Goodnight Radio
0.0846,0.481,0.851,0.907,0.178,-4.528,0.127,174.144,0.852,Nimble Girl,Hotel Eden
0.00855,0.293,0.792,0.0111,0.133,-3.747,0.0363,161.933,0.696,Grinder,Gary Clark Jr.
0.128,0.889,0.597,0.0004,0.0924,-7.301,0.374,119.999,0.261,Choices (Yup),E-40
0.088,0.673,0.857,0.0108,0.0754,-7.493,0.0422,109.99,0.457,Two Brothers,Hanni El Khatib
0.0406,0.536,0.922,8.92E-05,0.214,-6.247,0.0667,121.977,0.368,Walkabout (W/ Noah Lennox),Atlas Sound
0.0377,0.575,0.691,0.563,0.0657,-7.595,0.0301,131.588,0.718,Ferus Gallery,Allah-Las
0.021,0.571,0.719,0,0.458,-7.206,0.0378,80.694,0.538,Everybody Loves The Sunshine,Roy Ayers Ubiquity
0.0466,0.784,0.803,1.57E-05,0.0773,-3.458,0.0597,111.044,0.79,Number One,Tuxedo
0.16,0.746,0.682,0,0.177,-6.353,0.117,98.977,0.836,Sick Beat,Kero Kero Bonito
0.00266,0.444,0.498,0.0299,0.135,-7.631,0.199,119.914,0.294,She a Go (feat. Spinn & Taso),DJ Rashad
0.0833,0.736,0.882,0.000349,0.354,-4.285,0.0398,126.012,0.512,Lost You,Zeds Dead
0.445,0.915,0.54,3.63E-05,0.11,-6.578,0.0661,100.039,0.113,Norf Norf,Vince Staples
0.304,0.75,0.835,0,0.165,-7.882,0.152,127.026,0.504,Eleven 11: / 11,Rob Curly
0.109,0.632,0.519,0,0.122,-7.207,0.0265,99.999,0.602,Buffalo,Toro y Moi
0.0152,0.814,0.83,0.36,0.0899,-5.766,0.0822,124.998,0.287,Talk About,Les Sins
0.273,0.893,0.378,0,0.141,-7.324,0.305,119.969,0.642,Probably Nu It,Tree
0.0146,0.823,0.768,1.03E-06,0.127,-6.21,0.0819,115.021,0.207,Mamacita,Travis Scott
0.0573,0.639,0.749,0.0294,0.153,-5.916,0.0468,84.452,0.553,Star,Gary Clark Jr.
0.726,0.49,0.376,2.54E-05,0.0849,-13.463,0.0433,182.969,0.107,Gooey,Glass Animals
0.0487,0.289,0.523,0.000293,0.0561,-9.531,0.0488,145.556,0.366,Walk On By - Single Version,Isaac Hayes
0.111,0.615,0.781,0,0.373,-4.838,0.203,105.967,0.664,Omen - Radio Edit,Disclosure
0.0207,0.808,0.41,0.364,0.0769,-12.428,0.0658,122.663,0.752,Champagne Coast,Blood Orange
0.102,0.775,0.528,0.582,0.233,-7.756,0.0441,94.967,0.961,Running Back To You,The Juan Maclean
0.00757,0.393,0.838,0.145,0.223,-3.815,0.0985,142.019,0.474,BKNY,Fat Tony
0.01,0.449,0.416,0.122,0.0778,-5.571,0.0608,140.804,0.118,Pains,Silk Rhodes
2.24E-05,0.595,0.549,0.835,0.274,-10.41,0.0339,122.199,0.131,Night Drive,Part Time
0.038,0.728,0.62,0,0.342,-7.533,0.0434,81.998,0.904,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan
0.765,0.561,0.896,0.685,0.124,-4.903,0.0528,86.808,0.654,Indian Food,Dumbo Gets Mad
0.775,0.758,0.343,0,0.11,-9.044,0.0402,99.995,0.218,Childs Play (feat. Chance the Rapper),SZA
0.000429,0.782,0.938,0.121,0.118,-8.692,0.05,118.086,0.872,Lets Start the Dance,Bohannon
0.323,0.839,0.48,0.0505,0.0758,-12.223,0.113,120.973,0.45,Rollerskate,Matias Aguayo
0.0301,0.226,0.261,0.0677,0.0628,-11.276,0.0339,108.915,0.0795,Outro,M83
0.268,0.763,0.623,4.37E-06,0.0768,-6.128,0.179,115.032,0.369,Grindin’ My Whole Life,HS87
0.0626,0.858,0.717,0.243,0.216,-8.734,0.0995,120.004,0.593,Slyd,!!!
0.000239,0.329,0.814,0.0944,0.0936,-6.005,0.0674,120.462,0.403,The Moment,Tame Impala
0.317,0.727,0.599,0,0.219,-6.941,0.327,167.909,0.381,R.I.C.O. (feat. Drake),Meek Mill
0.00605,0.318,0.975,0.832,0.345,-4.211,0.0916,174.205,0.683,Black And White,Parquet Courts
0.0818,0.61,0.791,0,0.0847,-10.918,0.101,85.338,0.938,Never Never Gonna Give Ya Up,Barry White
0.0021,0.646,0.892,0.00626,0.117,-5.015,0.0331,119.998,0.935,Wait & See,Holy Ghost!
0.016,0.79,0.616,0.13,0.136,-7.081,0.0388,111.038,0.373,Wait for a Minute,tUnE-yArDs
0.0385,0.484,0.492,0.66,0.111,-9.297,0.0326,76.467,0.193,5ft7,Tonstartssbandht
0.304,0.785,0.573,0.403,0.0824,-9.082,0.0416,126.465,0.626,200 Press,James Blake
0.113,0.715,0.64,0.0418,0.0848,-7.168,0.0317,113.507,0.398,Huarache Lights,Hot Chip
0.0414,0.811,0.635,0.142,0.204,-8.394,0.0971,137.595,0.752,Leave House,Caribou
0.704,0.597,0.721,0.0119,0.188,-9.433,0.0377,110.761,0.854,"Sweet Power, Your Embrace",James Mason
0.785,0.6,0.413,0.0289,0.109,-9.572,0.0258,93.618,0.0768,Hunger Of The Pine,alt-J
0.629,0.811,0.461,1.40E-05,0.0767,-10.829,0.264,75.286,0.72,Money Money,Horace Andy
0.0167,0.797,0.961,0.919,0.107,-8.083,0.0677,128.015,0.355,Symptom - Original Mix,Deapmash
0.391,0.799,0.657,3.16E-06,0.0763,-5.293,0.0377,141.655,0.956,I'll Do a Little Bit More,The Olympics
0.0301,0.769,0.514,0.016,0.0394,-14.157,0.052,119.674,0.719,Who Is He And What Is He To You,Creative Source
0.27,0.865,0.896,0.0488,0.0676,-7.031,0.0623,111.457,0.939,Bustin' Loose,Chuck Brown and the Soul Searchers
0.107,0.826,0.751,7.71E-05,0.0596,-9.621,0.0564,105.909,0.919,I Wish,Stevie Wonder
0.96,0.508,0.325,0.00259,0.188,-11.627,0.037,92.187,0.271,Baby,Donnie & Joe Emerson
0.124,0.85,0.818,0.00135,0.349,-8.623,0.0904,105.266,0.845,More Bounce To The Ounce,Zapp
0.0245,0.819,0.684,0.358,0.115,-6.97,0.0599,130.268,0.84,Outlaw,War
0.0194,0.896,0.482,0.033,0.0273,-8.35,0.127,112,0.847,Walking Into Sunshine,Central Line
0.0129,0.401,0.661,7.72E-05,0.791,-6.111,0.0462,107.998,0.173,Pyramids,Frank Ocean
0.0106,0.346,0.808,0.685,0.247,-5.791,0.0302,219.331,0.711,Lazuli,Beach House
0.115,0.697,0.529,0.901,0.0895,-8.838,0.0338,155.974,0.483,Oblivion,Grimes
0.195,0.605,0.732,0.0135,0.246,-5.643,0.15,195.978,0.136,Obedear,Purity Ring
0.034,0.691,0.71,0.00225,0.0903,-6.351,0.0322,118.006,0.334,Flutes,Hot Chip
0.0079,0.428,0.74,0.935,0.0985,-10.026,0.0588,134.981,0.0576,Club Rez,Girl Unit
0.00525,0.555,0.612,0,0.346,-7.841,0.0353,100.036,0.319,Cry Like A Ghost,Passion Pit
0.482,0.732,0.468,0.809,0.371,-13.662,0.0409,118.994,0.191,Chained,The xx
0.0124,0.633,0.926,0.689,0.156,-4.056,0.0404,152.032,0.512,Disparate Youth,Santigold
0.000199,0.284,0.961,0,0.365,-3.993,0.0567,186.287,0.199,Cheap Beer,FIDLAR
0.119,0.68,0.489,2.86E-05,0.606,-7.837,0.432,74.04,0.261,Swimming Pools (Drank) - Extended Version,Kendrick Lamar
0.0463,0.578,0.825,0.0201,0.162,-4.659,0.0284,113.907,0.959,Origins,Tennis
0.0602,0.658,0.835,0.00781,0.14,-7.165,0.0501,124.654,0.568,Affection,Crystal Castles
0.00914,0.385,0.902,0.522,0.317,-5.464,0.098,159.939,0.52,Comeback Kid,Sleigh Bells
0.0555,0.735,0.798,0.0627,0.161,-6.175,0.127,113.997,0.469,Losing You,Solange
0.132,0.635,0.766,0,0.122,-6.449,0.26,93.603,0.675,Grown Up,Danny Brown
0.0101,0.569,0.857,0.0145,0.141,-5.571,0.0337,104.981,0.291,"It's Not My Fault, I'm Happy",Passion Pit
0.000613,0.469,0.823,0.000829,0.185,-3.948,0.0583,122.316,0.138,How Deep Is Your Love?,The Rapture
0.0571,0.502,0.632,0.054,0.226,-9.971,0.271,82.738,0.207,Are you... Can you... Were you? (Felt),Shabazz Palaces
0.0212,0.597,0.798,0.473,0.143,-5.307,0.0367,99.999,0.383,Second Song,TV On The Radio
0.459,0.673,0.764,0.000237,0.0955,-5.482,0.401,182.13,0.551,Mornin',Star Slinger
0.198,0.507,0.739,0.865,0.185,-9.728,0.04,87.569,0.17,Before,Washed Out
0.0198,0.517,0.491,1.31E-06,0.0786,-13.742,0.0341,104.996,0.331,Midnight City,M83
0.00417,0.356,0.872,0.00975,0.0997,-7.837,0.068,166.3,0.592,Lonely Boy,The Black Keys
0.00529,0.563,0.924,0.883,0.145,-3.909,0.0511,94.057,0.6,Caffeinated Consciousness,TV On The Radio
0.0039,0.567,0.876,0,0.531,-4.573,0.0376,114.902,0.697,Wild Window,Fool's Gold
0.00501,0.633,0.884,1.93E-05,0.134,-4.158,0.0369,111.98,0.455,Polish Girl,Neon Indian
0.929,0.445,0.461,0.167,0.623,-11.488,0.0379,119.951,0.091,Calgary,Bon Iver
0.00145,0.575,0.625,0,0.0817,-5.296,0.0345,111.984,0.295,Civilization,Justice
0.369,0.662,0.571,0.000197,0.0908,-7.382,0.106,152.009,0.442,Headlines,Drake
0.00096,0.573,0.946,0.00191,0.115,-5.065,0.377,151.817,0.769,Michael Jackson,Das Racist
0.0244,0.605,0.755,0.586,0.0937,-5.169,0.0358,122.3,0.367,Need You Now,Cut Copy
0.00632,0.374,0.937,0.0207,0.186,-3.882,0.082,149.812,0.337,Abducted,Cults
0.158,0.714,0.924,1.29E-05,0.91,-2.91,0.0662,77.516,0.897,Gucci Gucci,Kreayshawn
0.00441,0.207,0.878,0.421,0.341,-7.212,0.0449,89.969,0.135,Eyes Be Closed,Washed Out
0.0729,0.589,0.938,0.942,0.166,-10.475,0.0567,120.007,0.556,Echoes,Washed Out
0.652,0.36,0.362,0.000128,0.107,-7.102,0.0385,116.846,0.144,The Daily Mail,Radiohead
0.00091,0.516,0.66,0,0.0663,-5.002,0.0489,112.065,0.238,Civilization,Justice
0.126,0.579,0.767,3.28E-05,0.384,-3.713,0.078,144.001,0.67,Punch Drunk Love,Teams vs. Star Slinger
0.0184,0.845,0.59,0.00581,0.084,-8.225,0.0538,126.024,0.346,Principles,Benoit & Sergio
0.0914,0.568,0.662,0.459,0.317,-10.651,0.257,173.937,0.452,Slow Peels,Com Truise
0.154,0.716,0.724,0.000309,0.224,-8.06,0.24,137.131,0.698,Dead Wrong,Hanni El Khatib
0.386,0.791,0.729,0.0126,0.0771,-9.856,0.054,108.274,0.717,Do It Roger,Zapp
0.00983,0.795,0.578,0.743,0.115,-8.507,0.0569,127.014,0.639,Pharaohs (feat. Roses Gabor),SBTRKT
0.00215,0.584,0.761,0.0217,0.0989,-5.056,0.0287,122.494,0.722,No Fun,The Stooges
0.676,0.679,0.709,0,0.292,-5.851,0.133,84.543,0.677,Computer Love,Zapp
0.0693,0.646,0.947,0,0.283,-2.762,0.119,164.111,0.957,Dutchie Courage,Star Slinger
0.0961,0.704,0.49,0.000114,0.157,-6.667,0.339,155.909,0.646,Osaka Loop Line,Discovery
0.00254,0.812,0.554,0.698,0.0558,-10.978,0.0567,123.289,0.786,White Horse,Laid Back
0.394,0.76,0.971,0.775,0.138,-4.582,0.0549,125.439,0.992,Abataka - Original Mix,Ida Engberg
2.15E-05,0.657,0.699,0.153,0.0525,-4.718,0.0297,123.017,0.531,Danger! High Voltage (Soulchild Radio Mix),Electric Six
0.185,0.731,0.812,0.154,0.131,-6.691,0.0608,91.96,0.861,Say Please,Teams vs. Star Slinger
0.00649,0.805,0.596,0.00772,0.299,-6.007,0.119,81.004,0.753,You Don't Love Me (No No No),Dawn Penn
0.00947,0.718,0.844,0.711,0.122,-8.045,0.0581,94.988,0.54,The Yes Strut,Teams vs. Star Slinger
0.0507,0.597,0.746,0.000198,0.493,-7.991,0.542,172.215,0.891,86 Carrot Gold,Teams vs. Star Slinger
0.738,0.698,0.923,8.21E-06,0.296,-5.382,0.316,95.009,0.779,Close to Me,Teams vs. Star Slinger
0.000419,0.823,0.811,0.0745,0.176,-6.158,0.0661,104.63,0.718,How Do You See Me Now,Zdar
0.00176,0.819,0.777,0.0931,0.0627,-7.734,0.0614,104.651,0.769,See Me Now,Cassius
0.02,0.671,0.781,0,0.0718,-5.363,0.311,134.02,0.684,Every Freakin' - DJ Ayres remix,DJ Eleven
0.00402,0.872,0.565,0.237,0.0947,-10.236,0.0708,125.992,0.885,Dance Our Way,DJ Eleven
0.00241,0.85,0.664,0.0672,0.192,-9.141,0.105,126.018,0.584,Flashing Lights,DJ Ayres
0.652,0.36,0.362,0.000128,0.107,-7.102,0.0385,116.845,0.144,The Daily Mail,Radiohead
0.196,0.76,0.76,0.00185,0.113,-5.964,0.0509,111.01,0.616,Bizness,tUnE-yArDs
0.0305,0.874,0.492,0,0.117,-4.898,0.328,64.992,0.644,Long Heels Red Bottoms,Trina
0.0229,0.527,0.871,0.155,0.419,-8.708,0.0354,120.722,0.12,I Wanna Be Your Dog,The Stooges
0.000963,0.767,0.712,0.00275,0.243,-7.28,0.0564,125.025,0.947,Jealousy,Martin Solveig
0.233,0.328,0.827,0.00517,0.632,-2.545,0.252,103.127,0.709,Embody,Sebastian
0.0175,0.702,0.773,0.00165,0.651,-3.741,0.214,100.006,0.484,Love In Motion - feat. Mayer Hawthorne,Sebastian
0.00314,0.654,0.734,0.000249,0.0802,-6.216,0.112,126.995,0.243,Save the World,Swedish House Mafia
0.0369,0.448,0.733,0.0425,0.169,-6.238,0.0292,142.008,0.404,Myth,Beach House
0.0152,0.542,0.854,0,0.0639,-5.041,0.0445,128.041,0.262,Ready 2 Go,Martin Solveig
0.00206,0.469,0.821,0.00914,0.258,-5.055,0.0397,173.964,0.226,We Are Young - The Popopopops Remix,Juveniles
0.429,0.857,0.889,5.21E-06,0.143,-4.382,0.0795,103.072,0.82,Bop Gun (One Nation) - Radio Edit,Ice Cube
0.000407,0.796,0.774,0.812,0.0784,-4.833,0.0509,124.989,0.327,La Funky,Destructo feat. Oliver
0.0401,0.67,0.897,0.0021,0.293,-5.19,0.0922,127.994,0.294,In My Mind (Axwell Remix),Ivan Gough & Feenixpawl feat. Georgi Kay
0.000299,0.697,0.68,0.00674,0.125,-6.847,0.0318,98.002,0.288,On'n'On - Ruined by Rick Rubin,Justice
0.0193,0.352,0.807,6.04E-06,0.0963,-7.781,0.173,90.772,0.0459,Don't Die,Killer Mike
0.122,0.687,0.799,0.0011,0.107,-9.181,0.355,128.001,0.0397,Van Vogue,Azealia Banks
0.0998,0.666,0.811,0.0614,0.0588,-5.079,0.0357,124.954,0.955,How Do You Do?,Hot Chip
0.0285,0.764,0.768,0.0235,0.122,-5.614,0.0382,125.988,0.627,Night And Day,Hot Chip
0.0132,0.677,0.86,0.0119,0.0487,-5.074,0.0348,121.989,0.793,Don't Deny Your Heart,Hot Chip
0.275,0.735,0.801,0,0.137,-5.067,0.0554,123.094,0.491,Focused - feat. Kid Cudi,Wale
0.000483,0.286,0.694,0.00252,0.0773,-7.481,0.0335,169.904,0.411,Neptune,Lemonade
0.00138,0.881,0.564,0,0.0983,-5.239,0.232,100.032,0.36,"Function - feat. YG, IAmSu & Problem",E-40
0.0086,0.246,0.843,0.241,0.137,-10.022,0.0396,80.047,0.681,Didn't You,Cloud Nothings
0.000248,0.515,0.876,0.156,0.0606,-5.448,0.0375,105.128,0.707,Search Party,Small Black
0.0227,0.816,0.894,7.23E-05,0.331,-9.243,0.0819,99.995,0.968,Mi Swing es Tropical,Nickodemus
0.00569,0.715,0.518,0.772,0.0983,-11,0.0699,129.87,0.923,Stock Exchange,Miss Kittin
0.0365,0.829,0.637,0.0233,0.267,-9.481,0.0882,120.761,0.688,Changes,Crazy P
0.289,0.444,0.978,0.778,0.171,-6.238,0.0998,125.371,0.463,Play This (Also),J Rocc
0.232,0.612,0.725,0.011,0.395,-5.775,0.0966,195.972,0.153,Obedear,Purity Ring
